,BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10,bbl,repairs_percent_of_expenses,expenses_percent_of_income,repairs_percent_of_income
21433,4,00100,0001,,2021,,,,,,951920.0,323238.0,,1211.0,,4001000001,0.3746465452700487,33.95642490965628,0.1272165728212455
21444,4,01003,0011,,2021,2614568.0,,,,,3315530.0,279978.0,,73086.0,,4010030011,26.10419390094936,8.444441763458633,2.204353451785989
21449,4,01003,0011,,2021,2614568.0,,,,,3315530.0,279978.0,,73086.0,,4010030011,26.10419390094936,8.444441763458633,2.204353451785989
21460,4,10100,0001,,2021,,,,,,10718906.0,2304900.0,135670.0,438488.0,,4101000001,19.024165907414638,21.503127278100955,4.090790608668459
21461,4,10101,0001,,2021,,,,,,775787.0,103187.0,49534.0,28373.0,,4101010001,27.49668078343202,13.300944718073387,3.6573183103094022
21462,4,10101,0015,,2021,,,1047827.0,,,1573623.0,1066202.0,26900.0,258712.0,,4101010015,24.264820362370358,67.75460195993577,16.44053245281748
21463,4,10101,0003,,2021,,,,,,3409502.0,1386539.0,545762.0,163558.0,,4101010003,11.796134115232244,40.66690677993443,4.797122864277539
21464,4,10102,0010,,2021,,,749884.0,,,1687485.0,326606.0,,132861.0,,4101020010,40.67928941905537,19.354601670533366,7.873314429461595
21471,4,10102,0004,,2021,,,8958531.0,,,12066180.0,5053008.0,1005906.0,422719.0,,4101020004,8.365690297739485,41.877445885939046,3.503337427421106
21472,4,10107,0132,,2021,,,,,,785937.0,94681.0,,3262.0,,4101070132,3.445253007467179,12.046894343948688,0.4150459896912857
21479,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21480,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21481,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21482,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21483,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21484,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21485,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21486,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21487,4,10112,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101120001,5.080647304227673,34.84537037037037,1.7703703703703704
21488,4,10113,0001,,2021,,,,,,540000.0,188165.0,,9560.0,,4101130001,5.080647304227673,34.84537037037037,1.7703703703703704
21503,4,10151,0016,,2021,,,,4430.0,,815375.0,106992.0,,4430.0,,4101510016,4.140496485718558,13.12181511574429,0.5433082937298789
21508,4,10151,0025,,2021,,,,,,2059562.0,432221.0,69162.0,233961.0,,4101510025,54.12994741116235,20.986064027205785,11.35974542159935
21509,4,10151,0007,,2021,,,1559872.0,,,2328692.0,723489.0,46219.0,147263.0,,4101510007,20.354559640851484,31.06847105585453,6.323850470564592
21511,4,10155,0001,,2021,,460539.0,,,,505806.0,88979.0,10379.0,2500.0,,4101550001,2.8096517155733376,17.59152718631254,0.49426064538578035
21513,4,10155,1001,1001.0,2021,1059354.0,,,,53669.0,1113023.0,749652.0,,86039.0,,4101551001,11.477192083793547,67.3527860610248,7.730208630010341
21519,4,10155,0024,,2021,,,1580578.0,,,2084842.0,706734.0,143072.0,125553.0,,4101550024,17.765241236448226,33.898683929045944,6.022182975976117
21520,4,10155,0004,,2021,,,108919.0,,,622662.0,119641.0,28000.0,11828.0,,4101550004,9.886243010339264,19.21443736730361,1.899585971201069
21528,4,10156,0040,,2021,,,,,,559173.0,84203.0,22155.0,,,4101560040,,15.058488160193715,
21535,4,01016,0565,,2021,,,,,,774825.0,51616.0,,16775.0,,4010160565,32.49961252324861,6.661633272029167,2.165005001129287
21536,4,01016,0060,,2021,,,173047.0,,,547923.0,118422.0,,24825.0,,4010160060,20.96316562800831,21.6128908624022,4.5307461084860465
21541,4,01018,0002,,2021,,,1174881.0,,,1478861.0,81221.0,18025.0,,,4010180002,,5.492132120598217,
21543,4,01027,0025,,2021,,,,,,941505.0,263675.0,128423.0,30444.0,,4010270025,11.546032047027591,28.00569301278272,3.23354629024806
21544,4,01027,0050,,2021,,,18882795.0,,,21374061.0,7532449.0,900180.0,1709170.0,,4010270050,22.69076099951025,35.24107561964944,7.996468242511331
21548,4,01071,0050,,2021,,,,,,1133333.0,37000.0,,16000.0,,4010710050,43.24324324324324,3.264706842560836,1.4117651211073885
21549,4,01078,0001,,2021,,,,,,4711257.0,102262.0,58112.0,13930.0,,4010780001,13.621873227591871,2.1705884438059737,0.29567480610800895
21552,4,01078,0062,,2021,,,,,,1565109.0,5725.0,,1064.0,,4010780062,18.58515283842795,0.3657892197923595,0.06798248556490315
21558,4,01099,0050,,2021,,,,,,582267.0,294194.0,2536.0,13483.0,,4010990050,4.583030245348308,50.525617972510894,2.3156043533293147
21559,4,01099,0050,,2021,,,,,,582267.0,294194.0,2536.0,13483.0,,4010990050,4.583030245348308,50.525617972510894,2.3156043533293147
21560,4,01099,0050,,2021,,,,,,582267.0,294194.0,2536.0,13483.0,,4010990050,4.583030245348308,50.525617972510894,2.3156043533293147
21562,4,01113,1001,1001.0,2021,,,,,,2807457.0,210050.0,,33860.0,,4011131001,16.11997143537253,7.481859918068203,1.2060736816271809
21564,4,01124,0001,,2021,,,595370.0,,,5251116.0,1761934.0,278198.0,357818.0,,4011240001,20.308252181977306,33.55351510040913,6.814132462508922
21565,4,01124,0100,,2021,,,595370.0,,,5251116.0,1761934.0,278198.0,357818.0,,4011240100,20.308252181977306,33.55351510040913,6.814132462508922
21568,4,00113,0035,,2021,,,,,,1657984.0,118427.0,,23632.0,,4001130035,19.954908931240343,7.142831293908747,1.4253454798116265
21570,4,01131,0001,,2021,1343582.0,871788.0,,,13468.0,2320561.0,898917.0,131592.0,57410.0,,4011310001,6.386574066348729,38.737055393070904,2.4739707338010075
21571,4,01132,0001,,2021,,,,,,802484.0,105155.0,,25890.0,,4011320001,24.62079786981123,13.103688048609069,3.2262325479386504
21574,4,00115,0221,,2021,,,,199992.0,,645036.0,81869.0,,,,4001150221,,12.692159817436547,
21575,4,01153,0010,,2021,,,,,,1997306.0,83343.0,,52577.0,,4011530010,63.08508213047287,4.1727707221627535,2.6323958371926985
21583,4,01158,0120,,2021,,,,,,505272.0,329780.0,50681.0,3482.0,,4011580120,1.0558554187640246,65.26781614655077,0.6891337734922972
21587,4,00116,0021,,2021,,,,132000.0,,1205354.0,449450.0,,73745.0,,4001160021,16.407831794415397,37.28780092819205,6.118119656134215
21593,4,00117,0001,,2021,8149939.0,,,,151626.0,8360024.0,4942619.0,19138.0,575883.0,,4001170001,11.651373492474335,59.12206711368293,6.888532855886538
21596,4,01175,0036,,2021,541729.0,22135.0,,,21094.0,696906.0,412374.0,,86943.0,,4011750036,21.083530969459762,59.1721121643378,12.475570593451629
21597,4,01175,0041,,2021,,,,,,620336.0,294908.0,,9430.0,,4011750041,3.197607389423142,47.54004281550643,1.5201439220035593
21604,4,01185,0001,,2021,,,482678.0,540000.0,,1307491.0,171823.0,,1425.0,,4011850001,0.8293418226896283,13.141428889376677,0.10898736587861789
21607,4,00119,0115,,2021,,,835461.0,,,1103945.0,124904.0,,,,4001190115,,11.314331782833383,
21611,4,01192,0001,,2021,,,,,,2181553.0,473406.0,24993.0,204685.0,,4011920001,43.23667211653422,21.700412504303127,9.382536202420935
21612,4,01193,0062,,2021,,,50000.0,,,554878.0,350647.0,138541.0,103255.0,,4011930062,29.44699370021703,63.193530830200515,18.60859504251385
21614,4,01194,0032,,2021,,,,,,550960.0,108589.0,,32599.0,,4011940032,30.02053615007045,19.709053288804995,5.916763467402352
21618,4,01204,0001,,2021,2589820.0,,,,199560.0,2799942.0,1459856.0,,317359.0,36081026100.0,4012040001,21.73906193487577,52.13879430359629,11.334484785756278
21627,4,01216,0017,,2021,1123985.0,,,,,1191948.0,738781.0,,403329.0,,4012160017,54.59385122248677,61.98097568014712,33.83780164906523
21628,4,01216,0025,,2021,611824.0,,,,,615404.0,160249.0,,15949.0,,4012160025,9.952636209898346,26.039642251269086,2.591630863627796
21631,4,01216,0083,,2021,552780.0,61800.0,,,,614580.0,323484.0,,31469.0,,4012160083,9.728147296311409,52.634970223567315,5.120407432718279
21634,4,01218,0001,,2021,,,,,,896569.0,370274.0,,197378.0,,4012180001,53.305930203038834,41.298996507798066,22.014814253002278
21635,4,01219,0032,,2021,3304207.0,,,,352729.0,3664681.0,2181993.0,,490197.0,,4012190032,22.46556244680895,59.54114423601945,13.376252939887538
21636,4,01221,0015,,2021,736304.0,159116.0,,,,938090.0,383545.0,,61625.0,,4012210015,16.067215059510616,40.885735910200516,6.569199117355478
21641,4,01229,0034,,2021,587849.0,82620.0,,,,676904.0,256252.0,,46060.0,,4012290034,17.974493857608916,37.85647595523147,6.804509945280277
21657,4,01246,0035,,2021,515530.0,383049.0,,,4488.0,920338.0,453673.0,,89985.0,,4012460035,19.834770859187124,49.29417235841615,9.7773861342246
21659,4,01249,0018,,2021,3720618.0,116694.0,,,104268.0,4123107.0,1699000.0,94357.0,290001.0,,4012490018,17.06892289582107,41.206788957938755,7.0335550350742775
21660,4,01249,0033,,2021,1822665.0,,,,,1831665.0,734310.0,,62989.0,,4012490033,8.577984774822623,40.08975440378016,3.4388930290200443
21661,4,01250,0001,,2021,,,,,,578534.0,67181.0,,,,4012500001,,11.612282078494955,
21662,4,01250,0006,,2021,,,,,,578534.0,67181.0,,,,4012500006,,11.612282078494955,
21663,4,01251,0001,,2021,,,,,,710156.0,213352.0,5400.0,183482.0,,4012510001,85.99966252952866,30.042976472774996,25.836858380412192
21664,4,01253,0001,,2021,1072463.0,,,,,1072463.0,296811.0,91939.0,92845.0,,4012530001,31.28084875560542,27.6756400920125,8.657175119328125
21667,4,01261,0035,,2021,1602778.0,75540.0,,,12578.0,1773894.0,805256.0,64662.0,175805.0,,4012610035,21.832187527941425,45.39482066008454,9.910682374482354
21668,4,01261,0054,,2021,744420.0,,,,,746394.0,413954.0,,129184.0,,4012610054,31.207332215656812,55.46052085091788,17.30774899047956
21670,4,01262,0034,,2021,961118.0,293748.0,,31600.0,,1332956.0,431928.0,,73772.0,,4012620034,17.07969846826323,32.40377026698555,5.5344662539498675
21671,4,01263,0015,,2021,2100025.0,,,,,2213235.0,1052195.0,4550.0,190367.0,,4012630015,18.092368809963933,47.54104286259706,8.601300810804094
21672,4,01264,0047,,2021,1985699.0,758568.0,16025.0,,37717.0,2952423.0,1084902.0,49550.0,45488.0,,4012640047,4.192821102735547,36.74615730875962,1.5407006380860737
21673,4,01268,0001,,2021,1073875.0,30000.0,,,,1164601.0,700693.0,,266495.0,,4012680001,38.03306155477506,60.16592807321993,22.882944459089423
21674,4,01268,0051,,2021,1507161.0,30600.0,,,24649.0,1567855.0,592871.0,,100009.0,,4012680051,16.86859367383461,37.814147354187725,6.3787148684030095
21675,4,01271,0041,,2021,1623596.0,,,,,1623596.0,1099280.0,85201.0,121307.0,,4012710041,11.035132086456588,67.70649841463025,7.471501531169084
21676,4,01271,0071,,2021,1367705.0,,,,30950.0,1450878.0,487860.0,13800.0,68534.0,,4012710071,14.047882589267413,33.62515662929619,4.723622523740797
21677,4,01273,0021,,2021,1742961.0,,,,62933.0,1821307.0,629740.0,5924.0,134802.0,,4012730021,21.405977069901862,34.57626858074998,7.401388124023023
21678,4,01273,0044,,2021,1779427.0,33355.0,,,,1826582.0,969492.0,,157963.0,,4012730044,16.293378387856734,53.076839692934676,8.648010327485983
21679,4,01274,0001,,2021,3804010.0,,,,36383.0,4253812.0,1285101.0,50233.0,208164.0,,4012740001,16.19825990330721,30.21057348091547,4.893587210718292
21680,4,01274,0035,,2021,,,811763.0,,,1769522.0,758164.0,,35953.0,,4012740035,4.742113843442843,42.845695052110116,2.031791636385419
21681,4,01275,0035,,2021,,,,,,1150472.0,214986.0,27627.0,38431.0,,4012750035,17.876047742643706,18.686765084243685,3.340455048015076
21682,4,01275,0061,,2021,1113668.0,,,,,1100659.0,341118.0,,74045.0,,4012750061,21.70656488370593,30.992160151327525,6.727333352109962
21683,4,01276,0037,,2021,,,,,,1164326.0,459930.0,,,,4012760037,,39.5018233724919,
21684,4,01277,0036,,2021,,,,,,919842.0,320293.0,,81896.0,,4012770036,25.569088303522086,34.82043655323414,8.903268169968321
21685,4,01278,0001,,2021,1081974.0,231105.0,,,39219.0,1390556.0,863480.0,,145906.0,,4012780001,16.897438273034695,62.096024899392766,10.492637477383147
21686,4,01278,0038,,2021,,,436576.0,,,994842.0,205188.0,,42110.0,,4012780038,20.52264264966762,20.625184702696508,4.232832952368316
21687,4,01278,0044,,2021,,,,,,604753.0,99195.0,13500.0,4271.0,,4012780044,4.30566056756893,16.40256435271921,0.7062387454051489
21688,4,01279,0035,,2021,1387032.0,,,,,1981475.0,810250.0,,316869.0,,4012790035,39.10755939524838,40.891255251769515,15.991571935048384
21689,4,00128,0073,,2021,498237.0,208272.0,,,6817.0,969902.0,387612.0,25181.0,59935.0,,4001280073,15.46262757602964,39.96403760379915,6.179490299019901
21690,4,01280,0001,,2021,1384568.0,133960.0,,,,1640787.0,592087.0,,213813.0,,4012800001,36.11175384698532,36.08554919072372,13.031124698086954
21691,4,01280,0012,,2021,1891392.0,,,,,1910253.0,544297.0,,82056.0,,4012800012,15.075592920776709,28.49345086750289,4.2955566618662555
21693,4,01282,0185,,2021,470387.0,,,,,566594.0,444321.0,,66700.0,,4012820185,15.011669491201182,78.41964440145854,11.772097833722208
21695,4,01283,0001,,2021,1739033.0,,,,61966.0,2023667.0,810830.0,17401.0,186278.0,,4012830001,22.97374295475007,40.06736286157752,9.204972952565813
21701,4,01284,0038,,2021,,,,,,743391.0,71734.0,20163.0,735.0,,4012840038,1.0246187303091978,9.649565302781443,0.09887125348571613
21704,4,01284,0051,,2021,507863.0,,,,,1102348.0,425319.0,19535.0,98128.0,,4012840051,23.071623887011867,38.583006455311754,8.901726133671037
21705,4,01284,0055,,2021,,,,,,1249532.0,222109.0,46833.0,31508.0,,4012840055,14.185827679202553,17.775375100437603,2.5215840810799564
21707,4,01284,0065,,2021,,31800.0,,,,644474.0,33688.0,,800.0,,4012840065,2.3747328425552126,5.227208545263269,0.12413223807321941
21709,4,01284,0007,,2021,,,,,,891901.0,209805.0,25482.0,13544.0,,4012840007,6.455518219298872,23.52335068578239,1.5185541893102485
21712,4,01285,0013,,2021,,,,,,1243327.0,224038.0,37946.0,10378.0,,4012850013,4.632249886180023,18.019233878135037,0.8346959408104223
21713,4,01285,0019,,2021,,,,,,983510.0,116054.0,9354.0,5896.0,,4012850019,5.080393609871267,11.799981698203373,0.5994855161615031
21717,4,01285,0029,,2021,,,126505.0,,,546097.0,37278.0,,10503.0,,4012850029,28.17479478512796,6.826259803661254,1.923284691181237
21720,4,01285,0040,,2021,,,,,,663085.0,46585.0,,5788.0,,4012850040,12.424600193195234,7.02549446903489,0.8728895993726294
21722,4,01285,0007,,2021,,,,,,1546589.0,196436.0,30408.0,15036.0,,4012850007,7.654401433545786,12.701241247674721,0.9722039921401227
21727,4,01286,0030,,2021,1348300.0,,,,57961.0,2688997.0,778188.0,36818.0,150126.0,,4012860030,19.29173927123009,28.939712465279804,5.582973874645454
21729,4,01287,0037,,2021,,,,,,654765.0,85150.0,,33900.0,,4012870037,39.81209630064592,13.004665796125328,5.177430070330576
21730,4,01287,0043,,2021,,,,,,948688.0,341880.0,,38440.0,,4012870043,11.243711243711244,36.037137604776284,4.051911692779924
21735,4,01288,0051,,2021,118269.0,1168315.0,74000.0,,,1360584.0,1072231.0,,574184.0,,4012880051,53.55040098635462,78.8066741928466,42.201290034279396
21737,4,00129,0070,,2021,700267.0,254229.0,,,28709.0,997144.0,464680.0,,129600.0,,4001290070,27.89016097099079,46.601092720810634,12.997119774074758
21738,4,00129,0070,,2021,700267.0,254229.0,,,28709.0,997144.0,464680.0,,129600.0,,4001290070,27.89016097099079,46.601092720810634,12.997119774074758
21739,4,01290,0001,,2021,1651464.0,,,,,2357699.0,682068.0,,220612.0,,4012900001,32.344575614161634,28.92939259846147,9.35708926372705
21740,4,01290,0025,,2021,647430.0,,,,,647430.0,363462.0,,94621.0,,4012900025,26.033257947185675,56.139196515453406,14.614861838345458
21741,4,01290,0029,,2021,874213.0,,,,3769.0,895404.0,437959.0,7045.0,89555.0,36081028500.0,4012900029,20.448261138599733,48.91188781823624,10.001630548891898
21742,4,01290,0061,,2021,347519.0,190491.0,,,7943.0,545953.0,342023.0,3522.0,106784.0,,4012900061,31.22129213532423,62.64696777927771,19.559192824290736
21743,4,01290,0067,,2021,280116.0,255096.0,,,15158.0,550370.0,340128.0,3202.0,113929.0,,4012900067,33.49591918336626,61.799880080673,20.70043788723949
21744,4,01291,0020,,2021,595951.0,,,,5578.0,603321.0,306234.0,,33410.0,,4012910020,10.909957744731154,50.75805417016812,5.537682262013091
21745,4,01291,0025,,2021,539375.0,,,,9129.0,550943.0,292914.0,,67722.0,,4012910025,23.120096683668244,53.1659354960495,12.292015689463339
21746,4,01291,0032,,2021,721933.0,,,,,721933.0,433025.0,,99068.0,,4012910032,22.878124819583164,59.98132790716036,13.722603067043618
21748,4,01291,0049,,2021,963438.0,,,,,963438.0,320491.0,,90076.0,,4012910049,28.10562543097934,33.265347640429376,9.349434006132205
21749,4,01291,0049,,2021,963438.0,,,,,963438.0,320491.0,,90076.0,,4012910049,28.10562543097934,33.265347640429376,9.349434006132205
21750,4,01291,0056,,2021,100200.0,428642.0,,,,528842.0,155084.0,,22396.0,,4012910056,14.441206056072838,29.325204881609253,4.234913263318723
21751,4,01291,0008,,2021,401170.0,237595.0,,,9802.0,993561.0,344599.0,,59961.0,,4012910008,17.400224608893236,34.68322528762703,6.03495910165556
21752,4,01291,0008,,2021,401170.0,237595.0,,,9802.0,993561.0,344599.0,,59961.0,,4012910008,17.400224608893236,34.68322528762703,6.03495910165556
21754,4,01292,0012,,2021,,,,,3549.0,4093556.0,820541.0,390012.0,6127.0,,4012920012,0.7467024804366875,20.044699522859833,0.14967426853327523
21755,4,01292,0024,,2021,,,,,,531982.0,73565.0,11049.0,10292.0,,4012920024,13.990348671243119,13.828475399543594,1.9346519243132287
21756,4,01292,0031,,2021,,,,,,1613347.0,139060.0,59689.0,300.0,,4012920031,0.21573421544656982,8.619348472461287,0.01859488380367026
21757,4,01292,0032,,2021,,,96300.0,,,695803.0,135498.0,13123.0,3081.0,,4012920032,2.2738343001372714,19.473615376766123,0.4427977459137141
21758,4,01292,0006,,2021,,,509176.0,,,1282527.0,465416.0,17206.0,86934.0,,4012920006,18.67877339842206,36.28898261011269,6.778336830335735
21759,4,01292,0063,,2021,1039016.0,,,,18421.0,1107683.0,430988.0,,76363.0,,4012920063,17.718126722785783,38.90896583228234,6.893939872689208
21760,4,01292,0069,,2021,1037655.0,,,,,1040977.0,420481.0,,122554.0,,4012920069,29.146144534473617,40.3929193440393,11.772978653707046
21761,4,01293,0001,,2021,776887.0,,,,,1095695.0,512815.0,,186129.0,,4012930001,36.295545177110654,46.802714258986306,16.987300297984383
21763,4,01293,0007,,2021,,,78736.0,,,811968.0,90829.0,,11801.0,,4012930007,12.992546433407831,11.186278276976433,1.4533823993063766
21765,4,01294,0029,,2021,1236007.0,,,,35472.0,1271554.0,458510.0,,121718.0,,4012940029,26.546422106388086,36.059026985877125,9.572381511127329
21775,4,01297,0017,,2021,708985.0,25117.0,,,5475.0,793605.0,383206.0,,73659.0,,4012970017,19.2217762769894,48.28674214502177,9.281569546562837
21778,4,01298,0079,,2021,544519.0,,,,,579498.0,225598.0,,75782.0,,4012980079,33.59160985469729,38.92990139741638,13.077180594238461
21779,4,01299,0010,,2021,585993.0,,,,,585993.0,212337.0,,13626.0,,4012990010,6.417157631500869,36.23541578141719,2.325283749123283
21783,4,00013,0105,,2021,,,,561658.0,,1192009.0,421614.0,,86351.0,,4000130105,20.48105613191213,35.37003495778975,7.2441567135818605
21784,4,00013,0175,,2021,,,,,,516435.0,34531.0,,840.0,,4000130175,2.432596797080884,6.68641745815059,0.16265357692642832
21794,4,01304,0021,,2021,813449.0,151858.0,,,,965307.0,349924.0,,78690.0,,4013040021,22.487740195013775,36.25002201372206,8.151810771081117
21795,4,01304,0025,,2021,576273.0,,,,,593206.0,271824.0,,9888.0,,4013040025,3.637647889811054,45.82286760417123,1.6668745764540482
