,BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10,bbl,repairs_percent_of_expenses,expenses_percent_of_income,repairs_percent_of_income
9776,1,00735,0031,,2021,28090.0,483222.0,,,,656651.0,257571.0,,13949.0,,1007350031,5.415594146856595,39.22494597586846,2.1242638783767935
9781,1,00736,1001,1001.0,2021,3859940.0,,,,,3859940.0,1297668.0,,247649.0,,1007361001,19.08415711876998,33.618864541935885,6.415876930729493
9785,1,00737,0028,,2021,,674966.0,,,,674966.0,171798.0,1513.0,16214.0,,1007370028,9.43782814700986,25.452837624413675,2.40219507352963
9793,1,00738,0013,,2021,29645.0,237907.0,,,,646049.0,215443.0,33278.0,43242.0,,1007380013,20.071202127708954,33.34778012194122,6.693300353378769
9794,1,00738,0014,,2021,203656.0,511686.0,,,5178.0,801031.0,430944.0,6996.0,250078.0,,1007380014,58.03027771589812,53.79866696794507,31.219515848949662
9795,1,00738,0014,,2021,203656.0,511686.0,,,5178.0,801031.0,430944.0,6996.0,250078.0,,1007380014,58.03027771589812,53.79866696794507,31.219515848949662
9796,1,00738,0015,,2021,224126.0,657946.0,,,11159.0,893231.0,436473.0,7454.0,250078.0,,1007380015,57.295182061662466,48.86451545009074,27.997013090678667
9797,1,00738,0015,,2021,224126.0,657946.0,,,11159.0,893231.0,436473.0,7454.0,250078.0,,1007380015,57.295182061662466,48.86451545009074,27.997013090678667
9802,1,00738,0033,,2021,,,,,,1590353.0,104660.0,,24216.0,,1007380033,23.13777947639977,6.580928888114777,1.5226808136306846
9803,1,00738,0048,,2021,258899.0,357279.0,,,,616178.0,267380.0,23086.0,21458.0,,1007380048,8.025282369661156,43.39330518129502,3.48243527032773
9804,1,00738,0057,,2021,197058.0,457803.0,,,,654861.0,203434.0,18504.0,10930.0,,1007380057,5.37274988448342,31.06521842039761,1.6690564867964348
9805,1,00738,0068,,2021,146597.0,551484.0,,,9472.0,717781.0,201198.0,,35881.0,,1007380068,17.833676279088262,28.030555280788988,4.998878488006787
9806,1,00738,0072,,2021,90907.0,608375.0,,,17226.0,726466.0,201200.0,,35881.0,,1007380072,17.833499005964214,27.69572147905064,4.939116214661113
9808,1,00739,0001,,2021,,,69836997.0,,,106237146.0,84691185.0,3382478.0,8921498.0,,1007390001,10.534151812848055,79.71899489845106,8.39771994627943
9811,1,00740,1101,1101.0,2021,,,,,,4577661.0,1242741.0,549774.0,270.0,,1007401101,0.021726168203994235,27.147947390599697,0.005898208714013554
9815,1,00740,0053,,2021,541760.0,,,,,541760.0,185181.0,37903.0,51262.0,,1007400053,27.68210561558691,34.18137182516243,9.462123449497932
9816,1,00740,0054,,2021,541760.0,,,,,541760.0,185181.0,37903.0,51262.0,,1007400054,27.68210561558691,34.18137182516243,9.462123449497932
9821,1,00741,0034,,2021,51828.0,669650.0,,,,1005080.0,319863.0,86475.0,51974.0,,1007410034,16.248831530999208,31.824630875154213,5.171130656266168
9822,1,00741,0060,,2021,11584.0,538895.0,,,,550479.0,196667.0,,62485.0,,1007410060,31.771980047491443,35.726521811004595,11.35102338145506
9825,1,00741,0067,,2021,543246.0,1374128.0,,,,2608541.0,919442.0,220507.0,120251.0,,1007410067,13.07869338142047,35.247366248029074,4.609894956606011
9830,1,00743,1001,1001.0,2021,,,,,,1390519.0,82395.0,5595.0,,,1007431001,,5.9254853763235165,
9832,1,00743,0038,,2021,533156.0,2756154.0,,,,3786651.0,968647.0,19865.0,75752.0,,1007430038,7.820392774664042,25.580572384410395,2.0005012344681354
9835,1,00743,0053,,2021,130464.0,550763.0,,,,681227.0,263437.0,,100404.0,,1007430053,38.113097249057645,38.670956964418615,14.7386994349901
9836,1,00743,0057,,2021,199456.0,59577.0,,259034.0,,518067.0,124965.0,,63900.0,,1007430057,51.1343176089305,24.12139742542953,12.334311971231521
9839,1,00744,0036,,2021,10512.0,251374.0,,,,571929.0,117920.0,,25557.0,,1007440036,21.673168249660787,20.6179438356859,4.468561657128769
9841,1,00744,0040,,2021,106694.0,440026.0,,,,871205.0,266126.0,13596.0,36937.0,,1007440040,13.879515718118485,30.546886209330754,4.23975987281983
9842,1,00744,0041,,2021,106694.0,440026.0,,,,871205.0,266128.0,13598.0,36937.0,,1007440041,13.879411411050322,30.547115776424604,4.23975987281983
9844,1,00744,0046,,2021,126083.0,633259.0,,,,759342.0,180184.0,,58214.0,,1007440046,32.30808506859655,23.728965341045274,7.666374308282697
9847,1,00745,1102,1102.0,2021,,,,,,1405826.0,113425.0,,874.0,,1007451102,0.770553229005951,8.068210432870071,0.062169856013475355
9849,1,00745,1302,1302.0,2021,2647484.0,,,,4068.0,2725409.0,1214624.0,,102689.0,,1007451302,8.454385884026662,44.566668709173555,3.7678381483292966
9850,1,00745,0014,,2021,305489.0,420918.0,,,,727029.0,370716.0,87798.0,81293.0,,1007450014,21.92864618737794,50.99053820411565,11.181534711820298
9852,1,00745,0026,,2021,237013.0,443328.0,,,,680341.0,199752.0,,39374.0,,1007450026,19.71144218831351,29.360570655009766,5.787391910821191
9858,1,00746,1501,1501.0,2021,,,,,,530272.0,180339.0,21183.0,,,1007461501,,34.00877285619456,
9863,1,00746,0075,,2021,191062.0,71233.0,,,,530582.0,153773.0,,18818.0,,1007460075,12.237518940256093,28.98194812488927,3.54667139103852
9872,1,00753,0024,,2021,181438.0,466421.0,,,,652351.0,231777.0,10033.0,32472.0,,1007530024,14.010018250300934,35.52949255845396,4.977688391678712
9873,1,00753,0026,,2021,339020.0,228240.0,,,,573653.0,236562.0,,60326.0,,1007530026,25.501137122614793,41.23782147047083,10.516113399563848
9879,1,00753,0051,,2021,543665.0,1059863.0,9600.0,,,1774632.0,709163.0,46003.0,81592.0,,1007530051,11.505394387468042,39.96112996948099,4.597685604677477
9880,1,00753,0056,,2021,971784.0,,,,6720107.0,7706587.0,2013734.0,,501807.0,36061009700.0,1007530056,24.919229649993493,26.13003655184844,6.511403815982354
9881,1,00753,0065,,2021,418212.0,150675.0,,,,568887.0,365393.0,,72812.0,,1007530065,19.927037463771885,64.22945154310082,12.799026871768909
9886,1,00754,0001,,2021,2086895.0,,,,,2351093.0,800185.0,45120.0,80051.0,36061010300.0,1007540001,10.004061560764073,34.03459582415498,3.4048419182057024
9888,1,00754,0016,,2021,,739447.0,,,,746912.0,334922.0,55163.0,23670.0,,1007540016,7.067317166385009,44.840891564200334,3.1690480270768178
9889,1,00754,0019,,2021,,853043.0,,,,860369.0,313258.0,53447.0,39584.0,,1007540019,12.636229561575444,36.409726524316895,4.600816626354506
9890,1,00754,0021,,2021,604188.0,660883.0,,,,1280671.0,511638.0,5213.0,56608.0,,1007540021,11.064072645112365,39.95077580424637,4.4201828572677915
9891,1,00754,0031,,2021,,1210154.0,,,,1221686.0,468160.0,81875.0,62612.0,,1007540031,13.374060150375941,38.320812385506585,5.125048498550364
9893,1,00754,0035,,2021,,,,,,642392.0,151292.0,,5950.0,,1007540035,3.9327922163762787,23.55135182256317,0.9262257313291573
9899,1,00754,0068,,2021,,,1753633.0,,,2069209.0,1225624.0,,87008.0,,1007540068,7.099077694301026,59.23152277029532,4.204891820980867
9900,1,00754,0078,,2021,,,19530838.0,,,21703969.0,8398334.0,3371870.0,565797.0,,1007540078,6.737014746019865,38.694922573838916,2.606882639760497
9901,1,00757,0001,,2021,,7133159.0,,,,10575099.0,3626573.0,2564.0,705038.0,,1007570001,19.440888133232118,34.293513469708415,6.666963590600901
9902,1,00757,0022,,2021,,11406694.0,3599097.0,,,27667791.0,9202981.0,1587862.0,826299.0,,1007570022,8.97860160745741,33.262435009719425,2.9865015244621445
9903,1,00757,0031,,2021,,,29590301.0,,,40004410.0,15332925.0,4342719.0,927710.0,,1007570031,6.050443734642933,38.32808682842717,2.319019328119075
9904,1,00757,0054,,2021,,,33473001.0,,,37295049.0,16761015.0,4710812.0,1786223.0,,1007570054,10.65700973359907,44.94166236381671,4.789437332553176
9905,1,00757,0001,,2021,,7133159.0,,,,10575099.0,3626573.0,2564.0,705038.0,,1007570001,19.440888133232118,34.293513469708415,6.666963590600901
9907,1,00758,1001,7501.0,2021,,,12265468.0,54864.0,,17535725.0,9739531.0,1459232.0,1982565.0,,1007581001,20.35585697093628,55.541079710134596,11.30586274590871
9908,1,00758,0028,,2021,,,,,,855334.0,13800.0,,,,1007580028,,1.6134048219759767,
9910,1,00758,0007,,2021,,,,,,760250.0,49055.0,,,,1007580007,,6.452482735942125,
9911,1,00758,0082,,2021,,,14848561.0,,,19143793.0,4071738.0,,799043.0,,1007580082,19.62412611027527,21.26923332277987,4.173901169951012
9912,1,00759,0001,,2021,1338910.0,,,,,2408598.0,549612.0,,139831.0,,1007590001,25.44176619142231,22.818751821599122,5.8054934862521685
9913,1,00759,0023,,2021,194204.0,809139.0,,,,1011650.0,446714.0,,148753.0,,1007590023,33.29938170731162,44.15697128453517,14.703998418425346
9914,1,00759,0024,,2021,194204.0,809139.0,,,,1011650.0,446714.0,,148753.0,,1007590024,33.29938170731162,44.15697128453517,14.703998418425346
9915,1,00759,0025,,2021,194204.0,809139.0,,,,1011650.0,446714.0,,148753.0,,1007590025,33.29938170731162,44.15697128453517,14.703998418425346
9917,1,00759,0037,,2021,,,9128338.0,6636.0,,10706883.0,4505001.0,1156290.0,537618.0,,1007590037,11.933804232229916,42.07574697510004,5.021237273256839
9918,1,00759,0045,,2021,,,10227975.0,,,11324231.0,3950119.0,1234493.0,853676.0,,1007590045,21.611399555304537,34.88200655744306,7.538489810036548
9919,1,00759,0067,,2021,194204.0,809139.0,,,,1011650.0,446714.0,,148753.0,,1007590067,33.29938170731162,44.15697128453517,14.703998418425346
9923,1,00760,0012,,2021,,,2633518.0,,,3097403.0,1291070.0,213364.0,174853.0,,1007600012,13.54326256515913,41.68233839768348,5.645148532496417
9924,1,00760,0021,,2021,,,,,,1728475.0,1241984.0,,311405.0,,1007600021,25.073189348655056,71.8543224518723,18.016170323551105
9925,1,00760,0026,,2021,,,7256781.0,,,7953791.0,2666063.0,465832.0,858681.0,,1007600026,32.20782854718737,33.51939974283961,10.795870799220147
9927,1,00760,0032,,2021,,,,,,5347086.0,2699354.0,,674061.0,,1007600032,24.971196812274343,50.48271151801187,12.606137249335433
9928,1,00760,0038,,2021,,,,,,950700.0,147480.0,,6550.0,,1007600038,4.441280173582859,15.512780056800251,0.6889660250341854
9930,1,00760,0043,,2021,,,3979844.0,,,4792335.0,2150652.0,654990.0,296052.0,,1007600043,13.765685940821667,44.876912820159696,6.1776148787595195
9931,1,00760,0046,,2021,,,268714.0,,,792898.0,737411.0,44895.0,470703.0,,1007600046,63.83183868968594,93.00200025728404,59.36488678241085
9932,1,00760,0055,,2021,,,4080756.0,,,5491955.0,1260049.0,341195.0,134651.0,,1007600055,10.686171728242314,22.943541962743687,2.451786294680127
9935,1,00760,0063,,2021,,,,,,4962143.0,2218697.0,227263.0,448016.0,,1007600063,20.19275277336202,44.71247604109757,9.028679745827558
9939,1,00761,0001,,2021,61332.0,294660.0,,,,588037.0,134411.0,,67904.0,,1007610001,50.51967472900284,22.857575288629796,11.547572686752703
9940,1,00761,0022,,2021,,2501426.0,,,,3372936.0,1173214.0,105522.0,105391.0,,1007610022,8.983101122216407,34.78316813600969,3.124607167168307
9941,1,00761,0031,,2021,,,402954.0,,,797241.0,201575.0,1458.0,44799.0,,1007610031,22.2244822026541,25.284073448304838,5.6192544036245
9943,1,00761,0033,,2021,,,4390050.0,,,5129836.0,2844853.0,244305.0,470404.0,,1007610033,16.53526561829381,55.45699706579313,9.1699617687583
9945,1,00761,0043,,2021,860441.0,16972618.0,,,,21936276.0,11027674.0,1077164.0,1802974.0,36061011100.0,1007610043,16.349540256630725,50.27140431675823,8.219143486341984
9946,1,00761,0053,,2021,,,5119807.0,,,6095922.0,1887834.0,162711.0,279272.0,,1007610053,14.793249830228717,30.968801766164333,4.581292214696973
9947,1,00761,0059,,2021,,262852.0,1103488.0,,,2037703.0,727912.0,31228.0,126310.0,,1007610059,17.35237226477926,35.72218326223203,6.19864622076917
9952,1,00762,1201,1201.0,2021,,,5107310.0,,,8707408.0,5308859.0,1081548.0,695981.0,,1007621201,13.109803820368935,60.96945267753618,7.992975636377668
9954,1,00762,0019,,2021,,,2592379.0,,,3043202.0,1539491.0,36907.0,198692.0,,1007620019,12.906343720099695,50.58786764730044,6.529044079229706
9955,1,00762,0003,,2021,,443887.0,172442.0,,,713940.0,261831.0,,63303.0,,1007620003,24.17704549881412,36.674090259685684,8.866711488360366
9956,1,00762,0033,,2021,,,7311386.0,,,8307633.0,3871020.0,516680.0,904618.0,,1007620033,23.368982852064832,46.59594375437624,10.888998105717958
9957,1,00762,0042,,2021,,,3071804.0,,,4777581.0,2049175.0,,377533.0,,1007620042,18.423658301511583,42.891475832644176,7.902178947881784
9958,1,00762,0060,,2021,349822.0,6183322.0,,,,7487160.0,3960956.0,366764.0,600830.0,36061011500.0,1007620060,15.168812781560813,52.903317145619965,8.024805133054457
9960,1,00763,0018,,2021,,,2963323.0,,,3031563.0,1860535.0,,161510.0,,1007630018,8.680836426081745,61.37213707912387,5.327614831029407
9961,1,00763,0024,,2021,,,4402341.0,,,4920235.0,2242254.0,402412.0,289743.0,,1007630024,12.921952642296548,45.57209157692671,5.888804091674483
9962,1,00763,0034,,2021,,,,,,763091.0,188218.0,80709.0,24071.0,,1007630034,12.78889372961141,24.665210309124337,3.154407534619069
9963,1,00763,0038,,2021,,,,,,1386581.0,150763.0,56344.0,5811.0,,1007630038,3.854393982608465,10.873003452376745,0.41908839079721993
9964,1,00763,0049,,2021,,,3575009.0,,,3654373.0,1536767.0,535366.0,218978.0,,1007630049,14.249264852772086,42.052822741411454,5.992218090490489
9967,1,00763,0076,,2021,215546.0,56892.0,198893.0,,,530445.0,127488.0,,25844.0,,1007630076,20.271711847389557,24.034159997737746,4.872135659681965
9968,1,00764,0001,,2021,,,6338713.0,,,8142960.0,3713227.0,656045.0,1121198.0,,1007640001,30.1947066527309,45.60045732755656,13.768924322359439
9972,1,00764,1201,1201.0,2021,,,,,,8064516.0,148141.0,26446.0,6359.0,,1007641201,4.292532114674533,1.8369484293911746,0.07885160126162562
9974,1,00764,0020,,2021,74687.0,325371.0,,,,581647.0,174929.0,,52439.0,,1007640020,29.97730507806024,30.07477043636432,9.015605685235203
9975,1,00764,0024,,2021,56073.0,831314.0,,,,1032719.0,319393.0,,105022.0,,1007640024,32.881747564912196,30.92738683029943,10.169465265962959
9978,1,00764,0037,,2021,161688.0,193139.0,,,,611406.0,213409.0,40290.0,31030.0,,1007640037,14.54015528867105,34.9046296568892,5.075187355047219
9981,1,00764,0042,,2021,2882715.0,187319.0,154099.0,,20992.0,3652150.0,1733991.0,60045.0,293416.0,,1007640042,16.921425774412903,47.47863587202059,8.034062127787742
9982,1,00764,0051,,2021,40286.0,1701172.0,,,,1818396.0,620000.0,,203866.0,,1007640051,32.88161290322581,34.0959834931445,11.211309307763544
9983,1,00764,0053,,2021,,658605.0,,,,658605.0,222167.0,,68823.0,,1007640053,30.978048044939165,33.73296589002513,10.449814380394926
9984,1,00764,0057,,2021,111369.0,408991.0,,,,587735.0,315474.0,18763.0,80550.0,,1007640057,25.53300747446699,53.676231635005564,13.705156235378189
9985,1,00764,0061,,2021,6276.0,909797.0,,,,916323.0,428051.0,75070.0,86926.0,,1007640061,20.307393277903802,46.71398622538123,9.486392898573975
9986,1,00764,0068,,2021,129618.0,403050.0,,,,632179.0,127022.0,7598.0,15361.0,,1007640068,12.093180708853584,20.09272690171613,2.4298497735609694
9988,1,00764,0007,,2021,43715.0,1311472.0,,,,2022415.0,649773.0,,157226.0,,1007640007,24.197065744498463,32.128569062235,7.774170978755597
9990,1,00765,0001,,2021,592183.0,1489309.0,,,,3286199.0,1177704.0,19060.0,228056.0,,1007650001,19.364458301916272,35.83787835125018,6.93981100961932
9998,1,00765,0041,,2021,1579218.0,2368826.0,,,,4943590.0,2193775.0,,498990.0,,1007650041,22.745723695456462,44.376151743975534,10.093676862361159
9999,1,00765,0005,,2021,79037.0,588179.0,,,,667216.0,207648.0,36559.0,13335.0,,1007650005,6.421925566343043,31.121555837989494,1.998603151003573
10004,1,00765,0065,,2021,185444.0,516228.0,,,,897441.0,315480.0,,127206.0,,1007650065,40.32141498668695,35.15328584274621,14.174302266109972
10005,1,00765,0008,,2021,189088.0,516759.0,,,,705847.0,392963.0,30706.0,87814.0,,1007650008,22.346633143578405,55.67254660004222,12.440939750399165
10007,1,00766,1101,1101.0,2021,,,,,,1888061.0,428081.0,41064.0,52074.0,,1007661101,12.16452026602442,22.67304922881199,2.7580676683645287
10008,1,00766,1301,1301.0,2021,,,,,,656993.0,95963.0,7287.0,52718.0,,1007661301,54.935756489480326,14.60639611076526,8.024134199298928
10013,1,00766,0047,,2021,,,405365.0,,,2051153.0,277840.0,132920.0,10732.0,,1007660047,3.8626547653325654,13.54555218455181,0.5232179169472
10015,1,00766,0055,,2021,1399290.0,,,,,1399290.0,476104.0,20449.0,114248.0,,1007660055,23.99643775309596,34.024683946858765,8.164712103995598
10016,1,00766,0055,,2021,1399290.0,,,,,1399290.0,476104.0,20449.0,114248.0,,1007660055,23.99643775309596,34.024683946858765,8.164712103995598
10017,1,00766,0061,,2021,,,1245207.0,,,2776870.0,604424.0,6005.0,73676.0,,1007660061,12.189456408084391,21.76637725208598,2.653203066762218
10018,1,00766,0071,,2021,849355.0,,,,4426.0,867275.0,327443.0,10028.0,76628.0,36061008100.0,1007660071,23.401935604059332,37.75538324060996,8.835490473033351
10021,1,00767,0012,,2021,,,17670491.0,,,26641641.0,5550124.0,1519177.0,1120705.0,,1007670012,20.1924317366603,20.8325155346099,4.206591478355256
10025,1,00767,0043,,2021,490872.0,916818.0,,,,2049955.0,566485.0,,72904.0,,1007670043,12.869537587049967,27.634021234612465,3.5563707496018204
10026,1,00767,0005,,2021,394948.0,,,,,527559.0,153220.0,6673.0,22821.0,,1007670005,14.894269677587783,29.04319706421462,4.325772093737383
10027,1,00767,0005,,2021,394948.0,,,,,527559.0,153220.0,6673.0,22821.0,,1007670005,14.894269677587783,29.04319706421462,4.325772093737383
10028,1,00767,0067,,2021,15243.0,293081.0,,,,513587.0,174105.0,,19640.0,,1007670067,11.280549093937568,33.89980665398462,3.8240843323526494
10029,1,00767,0071,,2021,,446167.0,,,,642167.0,402259.0,,119166.0,,1007670071,29.62419734549134,62.64087067694229,18.5568551482714
10034,1,00768,0017,,2021,115203.0,349085.0,,,,561731.0,172216.0,,34723.0,,1007680017,20.16247038602685,30.658090794348187,6.181428477331677
10035,1,00768,0027,,2021,526955.0,200297.0,,,,738470.0,339138.0,52231.0,62301.0,,1007680027,18.370397891123968,45.92441128278739,8.436497081804271
10038,1,00768,0050,,2021,,,720535.0,1991421.0,,2486438.0,2071248.0,1054680.0,131544.0,,1007680050,6.350953627957637,83.30181568975378,5.290459685703001
10039,1,00768,0077,,2021,1040611.0,,,,,1040611.0,276146.0,63875.0,69399.0,36061008700.0,1007680077,25.13127113918,26.53690956563019,6.669062694897517
10041,1,00769,0001,,2021,284540.0,1140438.0,,,11150.0,2322962.0,831220.0,43506.0,196323.0,,1007690001,23.618656913933737,35.78276355790581,8.451408159065881
10042,1,00769,1101,1101.0,2021,,,101139.0,,,585678.0,136980.0,405.0,,,1007691101,,23.388278200649502,
10046,1,00769,0020,,2021,222870.0,383983.0,,,,757366.0,286029.0,,85429.0,,1007690020,29.86725122277811,37.76628472891574,11.27975113749495
10048,1,00769,0034,,2021,79209.0,336010.0,,,,586776.0,538740.0,125426.0,154515.0,,1007690034,28.680810780710548,91.81357110720275,26.332876600269948
10049,1,00769,0036,,2021,,,,,,554554.0,27700.0,,2719.0,,1007690036,9.815884476534297,4.9950049950049955,0.49030391990680805
10062,1,00770,0031,,2021,147488.0,572653.0,,150000.0,,985821.0,193435.0,,47690.0,,1007700031,24.654276630392637,19.62171631563945,4.837592220088636
10068,1,00770,0041,,2021,42960.0,354300.0,,,,563240.0,237050.0,28240.0,92800.0,,1007700041,39.14785910145539,42.08685462680207,16.476102549534836
10069,1,00770,0043,,2021,178012.0,59438.0,,,,518691.0,182743.0,12699.0,45644.0,,1007700043,24.97715370766596,35.231573325930086,8.799844223246597
10071,1,00770,0051,,2021,192972.0,592188.0,,,,785160.0,290710.0,34097.0,10898.0,,1007700051,3.7487530528705584,37.02557440521677,1.3879973508584238
10073,1,00771,0001,,2021,162953.0,1004373.0,,,,1911522.0,466276.0,67332.0,62367.0,,1007710001,13.3755543926773,24.392918313260324,3.2626880569514767
10074,1,00771,0013,,2021,40942.0,569796.0,,,,610738.0,235411.0,,46750.0,,1007710013,19.85888509882716,38.545333678271206,7.654673526127406
10075,1,00771,0014,,2021,559053.0,599996.0,,,4139.0,1193247.0,398378.0,11145.0,112472.0,,1007710014,28.23248271741913,33.38604664415666,9.42570984884102
10078,1,00771,0004,,2021,322705.0,471075.0,,,,1007137.0,338674.0,,101981.0,,1007710004,30.111847971795886,33.6274012373689,10.125831937462332
10079,1,00771,0046,,2021,1946639.0,,,,34190.0,2515008.0,786759.0,92799.0,114185.0,36061008700.0,1007710046,14.51333890047651,31.282564508741125,4.540144603913785
10080,1,00771,0048,,2021,331923.0,595059.0,,,,929784.0,286438.0,,80196.0,,1007710048,27.997681871818685,30.806940106519363,8.62522908546501
10081,1,00771,0049,,2021,331923.0,595059.0,,,,929784.0,286438.0,,80196.0,,1007710049,27.997681871818685,30.806940106519363,8.62522908546501
10083,1,00771,0068,,2021,419488.0,736576.0,,,,1158195.0,336884.0,,124176.0,,1007710068,36.86016551691383,29.086984488795064,10.721510626448914
10085,1,00771,0074,,2021,,606842.0,,,,707242.0,252122.0,179.0,46093.0,,1007710074,18.282022195603716,35.64861815333366,6.517288283218474
10088,1,00772,0016,,2021,107798.0,471422.0,,,,608094.0,475560.0,,253386.0,,1007720016,53.28160484481453,78.20501435633307,41.66888671817186
10090,1,00772,0045,,2021,725690.0,,,,,858690.0,322829.0,,76550.0,,1007720045,23.712243943387985,37.59552341357183,8.9147422236197
10096,1,00773,0001,,2021,,,,,,899662.0,499575.0,,12500.0,,1007730001,2.5021268077866186,55.5291876282426,1.3894106897923886
10099,1,00773,0024,,2021,,,1255655.0,,,1858336.0,826688.0,373078.0,128203.0,,1007730024,15.508027212200975,44.485389079262305,6.898806243865479
10101,1,00773,0044,,2021,,2262671.0,,,,2315171.0,568923.0,5355.0,103333.0,,1007730044,18.16291484084841,24.57369239680352,4.463298823283464
10102,1,00773,0063,,2021,247499.0,865241.0,,,,1112740.0,402996.0,,146405.0,,1007730063,36.32914470615093,36.2165465427683,13.157161601092799
10103,1,00773,0064,,2021,247499.0,865211.0,,,,1112710.0,402996.0,,146405.0,,1007730064,36.32914470615093,36.21752298442541,13.157516333995382
10104,1,00773,0066,,2021,247499.0,865241.0,,,,1112740.0,402996.0,,146405.0,,1007730066,36.32914470615093,36.2165465427683,13.157161601092799
10106,1,00773,0081,,2021,712418.0,,,,,712418.0,272186.0,5798.0,99711.0,,1007730081,36.633405097984465,38.20594089425028,13.996137099287218
10107,1,00773,0009,,2021,,,,,,596219.0,134196.0,28966.0,5708.0,,1007730009,4.253479984500283,22.507836885439747,0.9573663368661516
10108,1,00774,0001,,2021,,,,,,574995.0,214606.0,,23524.0,,1007740001,10.96148290355349,37.32310715745354,4.091166010139219
10110,1,00774,0076,,2021,168275.0,330180.0,,,,521555.0,299550.0,,48290.0,,1007740076,16.120847938574528,57.43401942268792,9.25885093614288
10114,1,00775,1008,1008.0,2021,,,878247.0,,,878247.0,310215.0,,36150.0,,1007751008,11.65320825878826,35.32206770988116,4.116154111542652
10115,1,00775,1101,1101.0,2021,,,,,,1339986.0,348487.0,,32843.0,,1007751101,9.424454857713487,26.006764249775742,2.450995756672085
10116,1,00775,0058,,2021,,,3930195.0,,,3930195.0,1845869.0,,149137.0,,1007750058,8.079500766305735,46.96634645354747,3.7946463216201742
10117,1,00775,0009,,2021,164064.0,2800614.0,,,,2969312.0,1096530.0,266255.0,181670.0,,1007750009,16.56771816548567,36.92875656044228,6.118252308952377
10118,1,00776,0001,,2021,,,6503718.0,,,7816686.0,3262056.0,882865.0,348450.0,,1007760001,10.681913492594854,41.731956483860294,4.457771490373286
10121,1,00776,0004,,2021,71450.0,569063.0,,,,759420.0,504593.0,70719.0,135720.0,,1007760004,26.89692484834312,66.44452345210819,17.87153353875326
10123,1,00776,0059,,2021,14178.0,,,,,4129913.0,2038684.0,490917.0,217299.0,,1007760059,10.658787727769482,49.36384858470384,5.261587834901123
10124,1,00776,0062,,2021,,,571136.0,,,767536.0,187436.0,27997.0,2504.0,,1007760062,1.3359226616018267,24.420483208605198,0.32623876925642575
10125,1,00776,0069,,2021,68366.0,158230.0,,,,527786.0,232858.0,,30019.0,,1007760069,12.89154763847495,44.11977581822936,5.687721917595389
10127,1,00778,0020,,2021,,,7275363.0,,,8293819.0,1957941.0,606985.0,471484.0,,1007780020,24.080603041664688,23.607230878802635,5.684763557053753
10129,1,00778,0034,,2021,,,512632.0,,,731532.0,275329.0,,49593.0,,1007780034,18.012268958228155,37.63731456723698,6.77933432850511
10130,1,00778,0043,,2021,,,,,14567.0,10116865.0,3757949.0,1803554.0,342548.0,,1007780043,9.115291346423275,37.14539039514712,3.3859105562839873
10131,1,00778,0046,,2021,,,710230.0,,,828858.0,306646.0,84249.0,48571.0,,1007780046,15.839437005537329,36.99620441619674,5.859990492943303
10133,1,00778,0048,,2021,,,6290217.0,,,6432579.0,3863198.0,738255.0,745052.0,,1007780048,19.28588697757661,60.05675173208134,11.582477261452988
10134,1,00778,0052,,2021,,,1576444.0,,,1646149.0,1283905.0,209564.0,268294.0,,1007780052,20.896717436258914,77.99445858181731,16.29828162578236
10135,1,00778,0070,,2021,,,1414106.0,,,1873602.0,776546.0,25024.0,187156.0,,1007780070,24.101083515979735,41.44668931822233,9.989101207193416
10138,1,00779,0013,,2021,5220.0,,,,,2624917.0,1814886.0,176072.0,264349.0,,1007790013,14.56559805960264,69.1407004488142,10.070756522968155
10139,1,00779,0017,,2021,86403.0,,,,,4332784.0,1682776.0,,237963.0,,1007790017,14.141097805055455,38.838215798433524,5.492150081794985
10140,1,00779,0023,,2021,,,1405727.0,,,1455344.0,783759.0,83684.0,132280.0,,1007790023,16.877637130801688,53.85386547785266,9.08925999626205
10141,1,00779,0027,,2021,286800.0,3122042.0,,,,3598449.0,3795905.0,,79129.0,36061009500.0,1007790027,2.0845885236853925,105.48725298038126,2.198975169580005
10142,1,00779,0031,,2021,390480.0,1523414.0,,,,2608849.0,996576.0,90673.0,95207.0,36061009500.0,1007790031,9.55341087884918,38.19983448639611,3.649387143525747
10144,1,00779,0039,,2021,,,5782827.0,,,7126912.0,3284492.0,404126.0,687067.0,,1007790039,20.91851647073581,46.08576617755348,9.640458588516317
10145,1,00779,0039,,2021,,,5782827.0,,,7126912.0,3284492.0,404126.0,687067.0,,1007790039,20.91851647073581,46.08576617755348,9.640458588516317
10146,1,00779,0049,,2021,27284.0,94000.0,847200.0,,,1103174.0,756038.0,10521.0,127669.0,,1007790049,16.886585065830023,68.53297847846306,11.572879708912646
10148,1,00779,0057,,2021,,,1914758.0,,,2661141.0,1695547.0,32247.0,141253.0,,1007790057,8.330821852770818,63.71503802316375,5.307986311134961
10150,1,00779,0063,,2021,,,,,,1513179.0,683182.0,107626.0,98917.0,,1007790063,14.47886507548501,45.148789402972156,6.537032300871212
